-9.935392815734205740e+00 9.871203040294287234e+01 -9.807427976919350385e+02 -3.588745200879488095e+01
-9.747186908946979145e+00 9.500765263794735915e+01 -9.260573480423825004e+02 -2.419703623283112393e+01
-9.713322294585609029e+00 9.434862999849383414e+01 -9.164386512279787667e+02 -4.404390041951377555e+01
-9.587090077527102849e+00 9.191229615461863034e+01 -8.811714624666767577e+02 -2.058556721568508863e+01
-9.391215412531755291e+00 8.819492692457399130e+01 -8.282575570411711396e+02 -1.432601221857568419e+01
-9.008018743192927502e+00 8.114440167771509493e+01 -7.309502912180331577e+02 -3.224232295427759709e+01
-8.891910275060164182e+00 7.906606833972053039e+01 -7.030483854785700260e+02 -7.652604584009708333e+00
-8.879703335772612505e+00 7.884913133133126451e+01 -7.001568945055950053e+02 -1.983670154904615401e+00
-8.323608544517693275e+00 6.928245920236794575e+01 -5.766800694020283800e+02 -1.703863034134278109e+01
-8.277908409243536880e+00 6.852376763182486741e+01 -5.672334723125330811e+02 5.999162248327820635e+00
-7.857528532267878951e+00 6.174075463540381037e+01 -4.851297411514357236e+02 -1.162753196263733457e+01
-7.702185527308591517e+00 5.932366189708192650e+01 -4.569218500906525264e+02 8.530082661785890252e+00
-7.656927418595332213e+00 5.862853749363697631e+01 -4.489144562471734048e+02 -7.566720793939694545e+00
-7.497745101203237006e+00 5.621618160261714081e+01 -4.214946002193742061e+02 -6.847755498210844394e+00
-7.324468599859416784e+00 5.364784027032656866e+01 -3.929419215102804515e+02 1.345562394278697482e+01
-7.242455455105456963e+00 5.245316101918679408e+01 -3.798896821609342851e+02 9.063250711003192350e-01
-7.080828745064455809e+00 5.013813571693107463e+01 -3.550195526083884374e+02 -6.280814810427521877e+00
-6.921217627901721237e+00 4.790325345277752689e+01 -3.315488422312078001e+02 1.807475715782587145e-01
-6.873094673059525483e+00 4.723943038483922408e+01 -3.246810773364047691e+02 5.100803813556488819e+00
-6.131887405618050124e+00 3.760004315517726070e+01 -2.305592310739266111e+02 1.610454964818496748e+01
-6.003900847921908479e+00 3.604682539167740885e+01 -2.164215655339849889e+02 4.069120267448138151e+00
-5.906130852202286619e+00 3.488238164333570523e+01 -2.060199104219997253e+02 1.910954356574712776e+01
-5.684865127234052906e+00 3.231769151484184732e+01 -1.837217174854322650e+02 1.863397315384222708e+01
-5.645260249088536852e+00 3.186896327993916955e+01 -1.799085915839028189e+02 7.232315303485847835e+00
-5.438551414589669619e+00 2.957784148913529521e+01 -1.608606116712457776e+02 1.329348708663355083e+01
-4.979560243879643799e+00 2.479602022242669790e+01 -1.234732765060316666e+02 1.361623195232915684e+01
-4.692242107411122021e+00 2.201713599456196846e+01 -1.033097325982807178e+02 1.005957127721814182e+01
-4.412487548284991234e+00 1.947004636377009135e+01 -8.591133714466700155e+01 5.474055126505136926e+00
-4.386515785499593534e+00 1.924152073643711702e+01 -8.440323444739917136e+01 1.240978248951565988e+01
-4.167935171992979804e+00 1.737168359793615124e+01 -7.240405106457163242e+01 1.224979234835700126e+01
-3.990502003840232348e+00 1.592410624265290942e+01 -6.354517787067118917e+01 1.557725763274811470e+01
-3.679960297976934136e+00 1.354210779468648518e+01 -4.983441903537024587e+01 9.106272879961432309e+00
-3.498945791503176750e+00 1.224262165187779239e+01 -4.283626950580347170e+01 1.514828120432244418e+01
-3.371439014174479887e+00 1.136660102629778812e+01 -3.832180215861605177e+01 1.083266685186146105e+01
-3.292753813593918721e+00 1.084222767693729494e+01 -3.570078653108881639e+01 1.001467110363856072e+01
-3.149506290968524524e+00 9.919389876850312149e+00 -3.124118081970955529e+01 1.520231983930963260e+01
-2.445563864215108296e+00 5.980782613954732874e+00 -1.462638584041367196e+01 6.923974239236578399e+00
-2.337400755530638641e+00 5.463442291955200147e+00 -1.277025414101412970e+01 1.216211060190653015e+01
-2.299528716157032804e+00 5.287832316430811197e+00 -1.215952225785581220e+01 3.518500718962330076e+00
-1.989521639621559146e+00 3.958196354522457217e+00 -7.874917301193597119e+00 6.785338759971963896e+00
-1.265568763310060518e+00 1.601664294666155897e+00 -2.027016300638527557e+00 1.243346841108061929e+00
-1.163674424203415825e+00 1.354138165545151429e+00 -1.575775950082623833e+00 6.475497039842788460e+00
-1.122805692290306467e+00 1.260692622639514315e+00 -1.415512852928042076e+00 3.335891351214212985e+00
-6.043311458793709789e-01 3.652161338798735613e-01 -2.207114846812577580e-01 5.335274917102837300e+00
-5.091222150483609710e-01 2.592054298557495140e-01 -1.319672426007217625e-01 4.106438957596825201e-01
-2.152150071307410428e-01 4.631749929428492091e-02 -9.968220940897621826e-03 6.124711336783749793e+00
